Technology,Use,Diameter,HousingType,MonthlyWaste
R,DOMESTIC,15.0,E,13830.41208791209
R,DOMESTIC,15.0,D,7257.197802197802
R,COMERCIAL,15.0,B,373.84615384615387
R,DOMESTIC,15.0,E,8042.554945054945
R,DOMESTIC,15.0,D,9640.961538461539
R,DOMESTIC,15.0,C,9518.571428571428
R,DOMESTIC,15.0,C,11373.064516129032
R,DOMESTIC,15.0,B,8882.307692307693
R,DOMESTIC,15.0,D,6070.384615384615
R,DOMESTIC,15.0,D,8662.252747252747
R,DOMESTIC,15.0,C,2966.785714285714
R,DOMESTIC,15.0,C,4647.93956043956
E,DOMESTIC,15.0,E,18084.478021978022
R,DOMESTIC,15.0,C,9796.071428571428
R,COMERCIAL,15.0,C,2737.6648351648355
R,DOMESTIC,15.0,D,7459.038461538462
R,DOMESTIC,15.0,C,1256.9505494505495
R,DOMESTIC,15.0,C,9881.538461538461
R,DOMESTIC,15.0,B,4325.274725274725
R,DOMESTIC,15.0,D,4687.582417582417
R,DOMESTIC,15.0,C,4954.203296703297
R,DOMESTIC,15.0,C,10950.906593406595
R,DOMESTIC,15.0,C,4449.148351648351
R,DOMESTIC,15.0,B,8177.472527472527
R,DOMESTIC,15.0,D,13480.54945054945
R,DOMESTIC,15.0,B,4688.9010989010985
R,DOMESTIC,15.0,C,4618.681318681318
R,DOMESTIC,15.0,E,13546.483516483517
R,DOMESTIC,15.0,B,5300.604395604396
R,DOMESTIC,15.0,B,6350.43956043956
R,DOMESTIC,15.0,B,6789.56043956044
R,COMERCIAL,15.0,B,3064.0384615384614
R,DOMESTIC,15.0,B,6347.39010989011
R,DOMESTIC,15.0,C,2659.0384615384614
R,DOMESTIC,15.0,E,7192.005494505494
R,COMERCIAL,15.0,B,18.049450549450547
R,DOMESTIC,15.0,C,3060.659340659341
R,DOMESTIC,15.0,C,11792.554945054946
R,DOMESTIC,15.0,C,4808.406593406593
R,DOMESTIC,15.0,D,12958.763736263736
R,DOMESTIC,15.0,C,10569.642857142857
R,DOMESTIC,15.0,D,12817.425742574258
R,DOMESTIC,15.0,C,6028.5989010989015
R,DOMESTIC,15.0,E,10396.401098901099
R,DOMESTIC,15.0,C,1902.2033898305085
R,DOMESTIC,15.0,D,8474.258241758242
R,AJUNTAMENT,15.0,W,1184.7527472527472
R,DOMESTIC,15.0,C,5956.813186813187
R,DOMESTIC,15.0,C,11306.975806451612
R,DOMESTIC,15.0,C,3752.6373626373625
R,DOMESTIC,15.0,B,1537.0054945054944
R,DOMESTIC,15.0,C,5302.173913043478
R,DOMESTIC,15.0,C,2303.31983805668
R,DOMESTIC,15.0,B,2896.730769230769
R,COMERCIAL,15.0,W,708.9560439560439
R,DOMESTIC,15.0,C,9278.324175824177
R,DOMESTIC,15.0,C,3864.807692307692
R,DOMESTIC,15.0,C,4129.704142011835
R,DOMESTIC,15.0,C,10265.027472527472
R,COMERCIAL,15.0,W,81.1764705882353
R,DOMESTIC,15.0,D,11399.670329670329
R,DOMESTIC,15.0,C,4002.5274725274726
R,DOMESTIC,15.0,B,6980.274725274725
R,DOMESTIC,15.0,C,5245.467032967033
R,INDUSTRIAL,15.0,W,177.85714285714286
E,DOMESTIC,15.0,D,17402.06043956044
R,DOMESTIC,15.0,C,1714.8626373626373
R,COMERCIAL,15.0,B,2784.3956043956046
R,DOMESTIC,15.0,C,12219.395604395604
R,DOMESTIC,15.0,B,8743.434065934067
R,DOMESTIC,15.0,C,4315.879120879121
R,DOMESTIC,15.0,B,6909.478021978022
R,DOMESTIC,15.0,C,5818.695652173913
R,DOMESTIC,15.0,C,4114.5161290322585
R,DOMESTIC,15.0,D,10912.252747252747
R,DOMESTIC,15.0,C,8637.692307692307
R,DOMESTIC,15.0,D,4635.65934065934
R,COMERCIAL,15.0,W,3749.752747252747
R,DOMESTIC,15.0,C,4441.7307692307695
R,DOMESTIC,15.0,D,13303.68131868132
R,DOMESTIC,15.0,C,279.0659340659341
R,DOMESTIC,15.0,E,10623.41968911917
R,DOMESTIC,15.0,D,7051.978021978022
R,DOMESTIC,15.0,B,26.78571428571429
R,DOMESTIC,15.0,E,1180.2631578947369
R,DOMESTIC,15.0,C,11115.741758241758
R,COMERCIAL,15.0,W,383.22580645161287
R,DOMESTIC,15.0,C,4495.879120879121
R,DOMESTIC,15.0,C,5409.725274725275
R,DOMESTIC,15.0,C,1383.3333333333335
R,DOMESTIC,15.0,C,10961.785714285716
R,DOMESTIC,15.0,B,8909.093406593405
R,DOMESTIC,15.0,B,4936.7307692307695
R,DOMESTIC,15.0,C,12164.835164835165
R,DOMESTIC,15.0,C,4180.961538461538
R,DOMESTIC,15.0,B,6147.28021978022
R,DOMESTIC,15.0,C,6263.571428571428
R,DOMESTIC,15.0,C,7180.796703296703
R,DOMESTIC,15.0,D,11640.247252747253
R,DOMESTIC,15.0,C,3597.28021978022
R,DOMESTIC,15.0,B,6359.917582417583
R,COMERCIAL,15.0,B,628.5989010989011
R,DOMESTIC,15.0,D,7708.20895522388
R,DOMESTIC,15.0,C,5446.565934065934
R,DOMESTIC,15.0,C,4564.285714285714
R,COMERCIAL,15.0,C,10766.538461538461
R,DOMESTIC,15.0,E,5535.148514851486
R,DOMESTIC,15.0,D,5083.516483516484
R,DOMESTIC,15.0,C,6063.461538461538
R,DOMESTIC,15.0,C,9628.68131868132
R,DOMESTIC,15.0,C,9745.21978021978
R,INDUSTRIAL,15.0,W,355.05494505494505
R,DOMESTIC,15.0,C,10058.736263736264
R,DOMESTIC,15.0,E,6534.56043956044
R,DOMESTIC,15.0,B,13462.664835164835
R,DOMESTIC,15.0,D,3247.5
R,DOMESTIC,15.0,C,7672.170329670329
R,DOMESTIC,15.0,E,10488.296703296703
R,DOMESTIC,15.0,C,5072.802197802198
R,DOMESTIC,15.0,C,11530.302197802197
R,DOMESTIC,15.0,B,7994.587912087911
R,DOMESTIC,15.0,B,4574.505494505494
R,DOMESTIC,15.0,D,5158.434065934066
R,INDUSTRIAL,15.0,W,13230.967741935485
R,DOMESTIC,15.0,C,6312.692307692308
R,DOMESTIC,15.0,D,7755.561497326203
R,DOMESTIC,15.0,C,6900.906593406593
R,AJUNTAMENT,15.0,W,13222.335164835165
R,DOMESTIC,15.0,C,5578.914027149322
R,DOMESTIC,15.0,C,7012.941176470587
R,DOMESTIC,15.0,C,6397.5
R,DOMESTIC,15.0,C,4102.829670329671
R,COMERCIAL,15.0,W,7725.247252747253
R,DOMESTIC,15.0,C,10598.324175824177
R,DOMESTIC,15.0,C,1900.9205020920501
R,DOMESTIC,15.0,B,10194.972527472528
R,DOMESTIC,15.0,C,2685.989010989011
R,DOMESTIC,15.0,C,3349.4505494505493
R,DOMESTIC,15.0,C,2703.8736263736264
E,DOMESTIC,15.0,E,14654.258241758242
R,DOMESTIC,15.0,C,4150.909090909091
R,DOMESTIC,15.0,E,11733.37912087912
R,DOMESTIC,15.0,B,10436.75
R,DOMESTIC,15.0,C,4723.2692307692305
R,DOMESTIC,15.0,C,11031.840659340658
R,DOMESTIC,15.0,B,9669.609375
R,DOMESTIC,15.0,B,6384.56043956044
R,DOMESTIC,15.0,B,6770.192307692308
R,DOMESTIC,15.0,C,12035.43956043956
R,DOMESTIC,15.0,C,6717.3626373626375
R,DOMESTIC,15.0,B,10683.543956043955
R,DOMESTIC,15.0,C,6312.842465753424
R,DOMESTIC,15.0,C,7565.862068965517
R,DOMESTIC,15.0,U,80.60439560439559
R,DOMESTIC,15.0,D,5563.021978021978
R,DOMESTIC,15.0,C,4276.236263736264
E,DOMESTIC,15.0,D,14875.302197802197
R,DOMESTIC,15.0,E,7775.192307692307
R,DOMESTIC,15.0,D,6863.9010989010985
R,COMERCIAL,15.0,W,2859.313186813187
R,DOMESTIC,15.0,D,1452.9395604395604
R,DOMESTIC,15.0,C,8534.340659340658
R,DOMESTIC,15.0,C,8653.350785340315
R,DOMESTIC,15.0,D,5977.8729281767955
E,DOMESTIC,15.0,E,14204.423076923076
R,COMERCIAL,15.0,W,2974.697802197802
R,DOMESTIC,15.0,U,1136.7857142857144
R,DOMESTIC,15.0,C,11824.78021978022
R,DOMESTIC,15.0,B,3120.0
R,DOMESTIC,15.0,E,12903.689839572193
R,DOMESTIC,15.0,B,948.8736263736264
R,DOMESTIC,15.0,B,7235.192307692308
R,DOMESTIC,15.0,C,12338.736263736264
R,DOMESTIC,15.0,U,49.53296703296703
R,DOMESTIC,15.0,B,11805.0
R,DOMESTIC,15.0,C,1550.6043956043957
R,DOMESTIC,15.0,C,12465.0
R,DOMESTIC,15.0,D,1576.7307692307693
R,DOMESTIC,15.0,C,5382.197802197802
R,DOMESTIC,15.0,B,9544.368131868132
R,DOMESTIC,15.0,B,8242.829670329671
R,COMERCIAL,15.0,D,7226.703296703297
R,DOMESTIC,15.0,C,4382.71978021978
R,DOMESTIC,15.0,B,3190.302197802198
R,DOMESTIC,15.0,D,9884.258241758242
R,DOMESTIC,15.0,C,12626.80412371134
R,DOMESTIC,15.0,B,1399.3681318681317
R,DOMESTIC,15.0,D,12377.637362637364
R,DOMESTIC,15.0,D,12377.554945054946
R,DOMESTIC,15.0,B,5924.8351648351645
R,DOMESTIC,15.0,D,5725.467032967033
R,DOMESTIC,15.0,B,9327.774725274725
R,DOMESTIC,15.0,D,11893.516483516483
R,COMERCIAL,15.0,W,1340.10989010989
R,DOMESTIC,15.0,C,3440.2747252747254
R,DOMESTIC,15.0,E,0.0
R,DOMESTIC,15.0,C,2690.934065934066
R,DOMESTIC,15.0,C,5741.208791208791
R,DOMESTIC,15.0,E,373.2692307692308
R,DOMESTIC,15.0,D,7710.247252747253
R,DOMESTIC,15.0,D,8807.472527472528
R,DOMESTIC,15.0,C,1806.5109890109889
R,DOMESTIC,15.0,D,4783.928571428572
R,DOMESTIC,15.0,B,9725.027472527472
R,DOMESTIC,15.0,B,5289.2307692307695
R,DOMESTIC,15.0,C,9499.12087912088
R,DOMESTIC,15.0,C,4063.8461538461534
R,DOMESTIC,15.0,C,5052.60989010989
R,DOMESTIC,15.0,D,11038.186813186814
R,DOMESTIC,15.0,E,9135.3515625
R,DOMESTIC,15.0,C,5136.346153846153
R,DOMESTIC,15.0,C,9570.41208791209
R,DOMESTIC,15.0,C,9734.58791208791
R,DOMESTIC,15.0,C,4813.351648351649
R,DOMESTIC,15.0,D,9774.56043956044
R,DOMESTIC,15.0,D,8565.164835164835
R,DOMESTIC,15.0,C,2050.302197802198
R,DOMESTIC,15.0,C,5172.032967032967
R,DOMESTIC,15.0,D,5177.336683417086
R,DOMESTIC,15.0,D,13529.340659340658
R,DOMESTIC,15.0,E,12317.39010989011
R,AJUNTAMENT,15.0,W,3183.131868131868
R,DOMESTIC,15.0,C,3102.197802197802
R,DOMESTIC,15.0,D,4560.494505494506
R,DOMESTIC,15.0,C,430.9756097560975
R,DOMESTIC,15.0,B,8249.752747252747
R,DOMESTIC,15.0,C,4756.7307692307695
R,DOMESTIC,15.0,C,1749.1483516483518
R,DOMESTIC,15.0,B,11958.214285714284
R,DOMESTIC,15.0,C,6699.2307692307695
R,DOMESTIC,15.0,B,3038.9835164835167
R,DOMESTIC,15.0,B,5443.5989010989015
R,DOMESTIC,15.0,B,5753.976377952756
R,DOMESTIC,15.0,D,8178.214285714285
R,DOMESTIC,15.0,B,35.06849315068493
R,DOMESTIC,15.0,U,1.565934065934066
R,DOMESTIC,15.0,B,10071.18131868132
R,DOMESTIC,15.0,B,6102.197802197802
R,DOMESTIC,15.0,C,2990.769230769231
R,DOMESTIC,15.0,B,10378.928571428572
R,DOMESTIC,15.0,C,2271.758241758242
R,DOMESTIC,15.0,C,8089.615384615384
R,DOMESTIC,15.0,B,8898.131868131868
R,DOMESTIC,15.0,C,1400.8516483516482
R,DOMESTIC,15.0,E,6442.005494505494
R,DOMESTIC,15.0,D,3672.28021978022
R,DOMESTIC,15.0,C,3705.659340659341
R,DOMESTIC,15.0,C,10551.617647058825
R,DOMESTIC,15.0,C,5492.802197802198
R,DOMESTIC,15.0,B,8723.653846153846
R,DOMESTIC,15.0,C,7076.620879120879
R,DOMESTIC,15.0,B,3664.6153846153848
R,COMERCIAL,15.0,C,2651.456043956044
R,DOMESTIC,15.0,C,2600.6043956043954
R,DOMESTIC,15.0,C,4891.318681318682
R,DOMESTIC,15.0,B,3526.9780219780223
R,DOMESTIC,15.0,C,6806.043956043955
R,DOMESTIC,15.0,E,10869.725274725275
R,DOMESTIC,15.0,C,6295.61320754717
R,DOMESTIC,15.0,B,1696.565934065934
R,DOMESTIC,15.0,E,13922.637362637364
R,DOMESTIC,15.0,C,6753.791208791209
R,DOMESTIC,15.0,B,11276.126373626374
R,DOMESTIC,15.0,B,7395.5329949238585
R,DOMESTIC,15.0,B,4864.368131868132
R,DOMESTIC,15.0,B,6995.43956043956
R,DOMESTIC,15.0,B,8139.148351648351
R,DOMESTIC,15.0,B,2713.6813186813188
R,DOMESTIC,15.0,D,12033.296703296703
R,DOMESTIC,15.0,C,6353.653846153847
R,DOMESTIC,15.0,C,2805.7819905213273
R,DOMESTIC,15.0,C,12794.340659340658
R,DOMESTIC,15.0,D,8044.450549450549
R,COMERCIAL,15.0,W,6669.148351648351
R,DOMESTIC,15.0,U,37.747252747252745
R,DOMESTIC,15.0,C,8486.126373626374
R,DOMESTIC,15.0,B,5681.126373626374
R,DOMESTIC,15.0,B,0.0
R,DOMESTIC,15.0,U,53.73626373626374
R,DOMESTIC,15.0,E,10621.813186813186
R,DOMESTIC,15.0,C,4641.923076923077
R,DOMESTIC,15.0,U,53.07692307692307
R,DOMESTIC,15.0,C,4974.56043956044
R,DOMESTIC,15.0,C,8575.714285714284
R,DOMESTIC,15.0,D,6880.796703296703
R,DOMESTIC,15.0,C,3697.5
R,DOMESTIC,15.0,D,7252.290502793296
R,DOMESTIC,15.0,C,5064.557522123893
R,DOMESTIC,15.0,D,5964.065934065934
R,AJUNTAMENT,15.0,W,1495.6318681318683
R,DOMESTIC,15.0,C,4434.901185770751
R,DOMESTIC,15.0,B,2019.4780219780223
R,COMERCIAL,15.0,W,4449.2307692307695
R,COMERCIAL,15.0,B,12876.428571428572
R,DOMESTIC,15.0,C,224.42307692307693
R,DOMESTIC,15.0,D,5569.203296703297
R,DOMESTIC,15.0,B,7405.714285714286
R,COMERCIAL,15.0,W,15666.098901098901
R,DOMESTIC,15.0,D,8880.082417582418
R,DOMESTIC,15.0,E,150.3846153846154
R,DOMESTIC,15.0,C,3039.5604395604396
R,DOMESTIC,15.0,C,5544.642857142858
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,B,6845.192307692308
E,DOMESTIC,15.0,D,15066.263736263736
R,DOMESTIC,15.0,C,4606.478873239436
R,DOMESTIC,15.0,C,10806.840659340658
R,DOMESTIC,15.0,D,10540.714285714284
R,DOMESTIC,15.0,D,5308.928571428572
R,DOMESTIC,15.0,C,1605.164835164835
R,AJUNTAMENT,15.0,W,441.0989010989011
R,DOMESTIC,15.0,B,115.7967032967033
R,DOMESTIC,15.0,D,6348.296703296703
R,DOMESTIC,15.0,E,7095.2
R,DOMESTIC,15.0,D,132.93956043956044
R,DOMESTIC,15.0,E,1874.0109890109889
R,DOMESTIC,15.0,C,2017.9945054945056
R,DOMESTIC,15.0,B,3281.868131868132
R,COMERCIAL,15.0,B,7.582417582417582
R,DOMESTIC,15.0,C,7392.115384615385
R,DOMESTIC,15.0,C,5066.620879120879
R,DOMESTIC,15.0,C,3647.142857142857
R,DOMESTIC,15.0,C,2456.785714285714
R,DOMESTIC,15.0,C,4161.263736263736
R,DOMESTIC,15.0,C,2611.6822429906542
R,DOMESTIC,15.0,C,7167.58064516129
R,COMERCIAL,15.0,W,11835.247252747253
R,DOMESTIC,15.0,D,589.3681318681319
R,DOMESTIC,15.0,C,9471.32075471698
R,DOMESTIC,15.0,E,10636.73076923077
R,DOMESTIC,15.0,B,1722.1348314606741
R,DOMESTIC,15.0,D,11413.928571428572
R,DOMESTIC,15.0,C,5760.65934065934
R,DOMESTIC,15.0,C,1747.0879120879122
R,DOMESTIC,15.0,B,5000.192307692308
E,DOMESTIC,15.0,C,14467.08791208791
R,DOMESTIC,15.0,B,9440.934065934067
R,AJUNTAMENT,15.0,W,16272.445054945054
R,DOMESTIC,15.0,E,9463.763736263736
R,DOMESTIC,15.0,B,12598.928571428572
R,DOMESTIC,15.0,D,7964.917582417582
R,DOMESTIC,15.0,C,12318.873626373626
R,DOMESTIC,15.0,D,11500.756578947368
R,DOMESTIC,15.0,C,3727.5
R,DOMESTIC,15.0,C,7611.675824175824
R,DOMESTIC,15.0,C,2500.21978021978
E,DOMESTIC,15.0,B,16654.45054945055
E,DOMESTIC,15.0,E,14247.774725274725
R,DOMESTIC,15.0,C,4426.236263736264
R,DOMESTIC,15.0,C,209.51612903225805
R,DOMESTIC,15.0,C,7282.829670329671
R,DOMESTIC,15.0,C,10501.752577319587
R,DOMESTIC,15.0,D,6216.705882352941
R,DOMESTIC,15.0,B,12653.736263736264
R,DOMESTIC,15.0,D,7176.678082191781
R,DOMESTIC,15.0,B,4738.928571428572
R,DOMESTIC,15.0,D,5464.203296703297
R,DOMESTIC,15.0,C,9876.510989010989
R,DOMESTIC,15.0,B,4620.989010989011
R,DOMESTIC,15.0,E,253.24324324324323
R,COMERCIAL,15.0,B,4429.9586776859505
R,DOMESTIC,15.0,B,13239.56043956044
R,DOMESTIC,15.0,E,10019.5
R,DOMESTIC,15.0,C,7815.164835164835
R,DOMESTIC,15.0,C,4662.93956043956
R,DOMESTIC,15.0,B,7596.181318681318
R,DOMESTIC,15.0,D,10136.126373626374
R,DOMESTIC,15.0,B,6356.896551724138
R,DOMESTIC,15.0,C,3147.032967032967
R,DOMESTIC,15.0,C,3898.9285714285716
R,DOMESTIC,15.0,B,9764.670329670329
R,DOMESTIC,15.0,D,7920.0
R,DOMESTIC,15.0,C,3051.6758241758243
R,DOMESTIC,15.0,C,6501.428571428572
R,COMERCIAL,15.0,W,2005.4670329670328
R,DOMESTIC,15.0,C,4480.714285714286
R,DOMESTIC,15.0,D,9918.296703296703
R,DOMESTIC,15.0,E,4546.236263736264
R,DOMESTIC,15.0,E,7637.884615384615
R,DOMESTIC,15.0,C,9844.368131868132
R,DOMESTIC,15.0,C,9872.225274725275
R,COMERCIAL,15.0,C,1017.5274725274725
R,DOMESTIC,15.0,E,5384.258241758242
R,DOMESTIC,15.0,C,6396.0989010989015
R,DOMESTIC,15.0,C,2418.956043956044
R,DOMESTIC,15.0,D,6369.313186813187
R,DOMESTIC,15.0,E,9069.375
R,DOMESTIC,15.0,C,7459.945054945055
R,DOMESTIC,15.0,C,4071.6758241758243
R,COMERCIAL,15.0,B,5739.972527472527
R,DOMESTIC,15.0,D,3670.5494505494507
R,DOMESTIC,15.0,D,7228.928571428572
R,DOMESTIC,15.0,B,4222.582417582417
R,COMERCIAL,15.0,W,7259.752747252747
R,COMERCIAL,15.0,W,0.967741935483871
R,DOMESTIC,15.0,C,5710.1373626373625
R,DOMESTIC,15.0,B,8215.384615384615
R,DOMESTIC,15.0,C,4745.934065934066
R,DOMESTIC,15.0,C,6475.631868131868
R,DOMESTIC,15.0,B,222.6923076923077
R,DOMESTIC,15.0,C,6569.010989010989
R,DOMESTIC,15.0,B,5923.846153846153
R,DOMESTIC,15.0,C,6081.758241758242
R,DOMESTIC,15.0,B,2027.9472140762462
R,DOMESTIC,15.0,D,9331.73076923077
R,DOMESTIC,15.0,C,4787.71978021978
E,DOMESTIC,15.0,D,16221.016483516485
R,COMERCIAL,15.0,W,1835.6868131868132
R,DOMESTIC,15.0,B,4026.1813186813183
R,DOMESTIC,15.0,E,8489.409448818898
R,DOMESTIC,15.0,C,9929.917582417582
R,DOMESTIC,15.0,C,2684.587912087912
R,COMERCIAL,15.0,B,1778.3241758241757
R,COMERCIAL,15.0,W,4673.489010989011
R,DOMESTIC,15.0,C,6126.181318681318
R,DOMESTIC,15.0,B,6252.28021978022
R,DOMESTIC,15.0,C,4566.758241758242
R,DOMESTIC,15.0,D,6563.818681318682
R,DOMESTIC,15.0,C,120.0
R,COMERCIAL,15.0,W,1879.2032967032967
R,DOMESTIC,15.0,C,9620.274725274725
R,DOMESTIC,15.0,C,8597.307692307693
R,DOMESTIC,15.0,B,6761.538461538462
R,DOMESTIC,15.0,C,7520.666666666667
R,DOMESTIC,15.0,C,2880.9065934065934
R,DOMESTIC,15.0,C,7777.656249999999
R,COMERCIAL,15.0,B,12028.351648351649
R,DOMESTIC,15.0,C,8060.027472527473
R,DOMESTIC,15.0,B,4336.978021978022
R,DOMESTIC,15.0,D,2692.5
R,COMERCIAL,15.0,W,120.65934065934066
R,COMERCIAL,15.0,B,3399.1483516483513
R,DOMESTIC,15.0,C,2725.054945054945
R,COMERCIAL,15.0,F,17710.467032967033
R,DOMESTIC,15.0,C,11370.365853658535
R,DOMESTIC,15.0,D,11596.895604395604
R,DOMESTIC,15.0,C,861.7582417582418
R,DOMESTIC,15.0,D,8142.774725274725
E,DOMESTIC,15.0,D,16822.82967032967
R,DOMESTIC,15.0,C,4972.417582417583
R,DOMESTIC,15.0,C,11586.098901098901
R,DOMESTIC,15.0,C,9930.41208791209
R,DOMESTIC,15.0,B,525.8241758241759
R,DOMESTIC,15.0,D,13562.307692307693
R,DOMESTIC,15.0,D,6995.538461538462
R,DOMESTIC,15.0,B,4090.3846153846152
R,COMERCIAL,15.0,B,11333.87234042553
R,DOMESTIC,15.0,C,11459.278350515464
R,COMERCIAL,15.0,W,1773.801652892562
R,DOMESTIC,15.0,D,1268.5714285714284
R,DOMESTIC,15.0,C,7154.752747252747
R,DOMESTIC,15.0,C,4102.829670329671
R,DOMESTIC,15.0,C,8564.58791208791
R,DOMESTIC,15.0,C,3073.0219780219777
R,DOMESTIC,15.0,U,587.0909090909091
R,DOMESTIC,15.0,C,11202.445054945054
R,DOMESTIC,15.0,D,11276.5
R,DOMESTIC,15.0,B,5973.296703296703
R,DOMESTIC,15.0,C,10485.659340659342
R,DOMESTIC,15.0,C,5825.10989010989
R,DOMESTIC,15.0,E,9270.906593406595
R,DOMESTIC,15.0,D,4559.175824175824
R,DOMESTIC,15.0,C,6069.056603773584
R,DOMESTIC,15.0,C,1397.2252747252746
R,DOMESTIC,15.0,C,3609.7252747252746
R,DOMESTIC,15.0,E,8714.917582417582
R,COMERCIAL,15.0,B,94.53296703296704
R,DOMESTIC,15.0,C,4090.302197802198
R,DOMESTIC,15.0,D,9809.093406593405
R,DOMESTIC,15.0,C,6653.571428571428
R,DOMESTIC,15.0,C,9717.032967032968
R,DOMESTIC,15.0,D,12299.58791208791
R,DOMESTIC,15.0,C,5698.548387096774
R,DOMESTIC,15.0,U,13.434065934065934
R,DOMESTIC,15.0,D,3391.401098901099
R,DOMESTIC,15.0,E,2512.087912087912
R,DOMESTIC,15.0,B,8349.906976744185
R,DOMESTIC,15.0,C,9066.444444444445
R,INDUSTRIAL,15.0,W,8302.170329670329
R,DOMESTIC,15.0,D,9468.873626373626
R,DOMESTIC,15.0,D,9801.139896373057
R,DOMESTIC,15.0,B,3068.0769230769233
R,DOMESTIC,15.0,D,4764.972527472527
R,DOMESTIC,15.0,B,9284.752747252747
R,DOMESTIC,15.0,C,55.46703296703297
R,COMERCIAL,15.0,B,14857.763157894737
R,COMERCIAL,15.0,B,12971.208791208792
R,COMERCIAL,15.0,B,13893.461538461539
R,DOMESTIC,15.0,C,2803.928571428571
R,DOMESTIC,15.0,B,9768.791208791208
R,DOMESTIC,15.0,B,7552.087912087912
R,DOMESTIC,15.0,B,11815.714285714284
R,DOMESTIC,15.0,C,7370.604395604396
R,DOMESTIC,15.0,C,6657.774725274725
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,C,2077.8629032258063
R,DOMESTIC,15.0,C,2941.9780219780223
R,DOMESTIC,15.0,C,8456.553191489362
R,DOMESTIC,15.0,B,114.47368421052632
R,DOMESTIC,15.0,B,1012.8296703296704
R,DOMESTIC,15.0,E,13698.425196850392
R,DOMESTIC,15.0,B,3606.758241758242
R,DOMESTIC,15.0,C,5898.873626373626
R,DOMESTIC,15.0,D,9809.670329670329
R,DOMESTIC,15.0,C,10147.5
R,DOMESTIC,15.0,D,12389.340659340658
E,DOMESTIC,15.0,C,16623.131868131866
R,DOMESTIC,15.0,D,7152.772277227722
R,DOMESTIC,15.0,C,6576.510989010989
E,DOMESTIC,15.0,D,14055.082417582418
R,DOMESTIC,15.0,C,4448.823529411764
R,DOMESTIC,15.0,D,10628.653846153846
R,DOMESTIC,15.0,B,3087.3626373626375
R,DOMESTIC,15.0,B,9951.593406593405
R,DOMESTIC,15.0,D,11503.928571428572
R,DOMESTIC,15.0,B,5993.076923076923
R,DOMESTIC,15.0,C,13222.08791208791
R,DOMESTIC,15.0,C,6328.021978021978
R,DOMESTIC,15.0,U,27.774725274725277
R,DOMESTIC,15.0,B,4743.214285714286
R,DOMESTIC,15.0,C,5247.28021978022
R,DOMESTIC,15.0,D,3553.5164835164833
R,DOMESTIC,15.0,U,59.77186311787072
R,DOMESTIC,15.0,C,2953.598901098901
R,DOMESTIC,15.0,E,12826.648351648351
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,C,5115.1648351648355
R,DOMESTIC,15.0,C,9111.923076923076
R,DOMESTIC,15.0,B,8658.543956043955
R,COMERCIAL,15.0,B,710.0274725274725
E,DOMESTIC,15.0,B,14080.302197802197
R,DOMESTIC,15.0,C,13608.131868131868
R,DOMESTIC,15.0,D,4823.983516483516
R,DOMESTIC,15.0,C,9975.659340659342
R,DOMESTIC,15.0,B,10835.274725274725
R,DOMESTIC,15.0,D,12007.252747252747
R,DOMESTIC,15.0,C,11066.538461538461
R,DOMESTIC,15.0,B,2572.5
R,DOMESTIC,15.0,D,7222.6648351648355
R,DOMESTIC,15.0,C,13671.016483516483
R,COMERCIAL,15.0,B,298.10439560439556
R,DOMESTIC,15.0,B,5332.829670329671
R,INDUSTRIAL,15.0,W,17638.5989010989
E,DOMESTIC,15.0,D,16351.895604395604
R,DOMESTIC,15.0,D,12392.225274725275
R,DOMESTIC,15.0,E,7273.445121951219
R,DOMESTIC,15.0,C,11087.06043956044
R,DOMESTIC,15.0,D,10368.296703296703
R,DOMESTIC,15.0,C,4433.818681318682
R,DOMESTIC,15.0,D,6720.0
R,DOMESTIC,15.0,C,5621.950549450549
R,DOMESTIC,15.0,C,6701.126373626374
R,DOMESTIC,15.0,D,5267.6373626373625
R,DOMESTIC,15.0,D,728.5714285714286
R,DOMESTIC,15.0,C,8284.024390243902
R,COMERCIAL,15.0,B,108.54395604395604
R,INDUSTRIAL,15.0,W,4052.7197802197798
R,DOMESTIC,15.0,D,4648.378378378378
E,DOMESTIC,15.0,B,17625.0
R,DOMESTIC,15.0,C,3828.8736263736264
R,DOMESTIC,15.0,C,5705.686813186813
R,INDUSTRIAL,15.0,W,5658.296703296703
R,COMERCIAL,15.0,B,550.2564102564102
R,DOMESTIC,15.0,B,10962.115384615385
R,DOMESTIC,15.0,C,8442.880434782608
R,AJUNTAMENT,15.0,W,2614.532967032967
R,DOMESTIC,15.0,B,6008.818681318682
R,DOMESTIC,15.0,B,4491.619433198381
R,DOMESTIC,15.0,C,400.1612903225806
R,DOMESTIC,15.0,C,5027.307692307692
R,COMERCIAL,15.0,W,1703.5060975609756
R,DOMESTIC,15.0,C,6096.181318681318
R,COMERCIAL,15.0,B,5177.472527472527
R,DOMESTIC,15.0,E,5221.895604395604
R,DOMESTIC,15.0,C,6064.545454545455
R,DOMESTIC,15.0,B,5920.772727272727
R,DOMESTIC,15.0,B,11252.554945054946
R,DOMESTIC,15.0,C,2142.60989010989
R,DOMESTIC,15.0,C,6551.495327102804
R,DOMESTIC,15.0,C,10584.313186813186
